Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Unit_Price,Estd_Cat
FDB47,8.70869897469998,Low Fat,0.071083489,Snack Foods,207.4612,OUT027,1985,Medium,Tier 3,Supermarket Type3,,23.822295454545454,1
FDV03,17.6,Low Fat,0.058419856,Meat,155.4314,OUT017,2007,Medium,Tier 2,Supermarket Type1,,8.831329545454544,3
NCN30,16.35,Low Fat,0.017027667,Household,98.241,OUT045,2002,Medium,Tier 2,Supermarket Type1,,6.008623853211009,3
NCV54,11.1,Low Fat,0.05541758,Household,120.5124,OUT010,1998,Small,Tier 3,Grocery Store,,10.856972972972974,2
FDV07,9.5,Low Fat,0.031256911,Fruits and Vegetables,109.9228,OUT013,1987,High,Tier 3,Supermarket Type1,,11.570821052631578,1
FDP07,18.2,Low Fat,0.09004154800000001,Fruits and Vegetables,198.21099999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,,10.890714285714285,2
FDK48,7.445,Low Fat,0.037785521,Baking Goods,73.3354,OUT018,2009,Medium,Tier 3,Supermarket Type2,,9.850288784419075,3
FDM15,11.81449828468469,Regular,0.100537777,Meat,151.3366,OUT019,1985,Small,Tier 1,Grocery Store,,12.809397094430992,1
FDY19,19.832109831987452,Low Fat,0.041164623,Fruits and Vegetables,117.7466,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5.937169620253165,1
FDK46,9.6,Low Fat,0.051467395,Snack Foods,259.66200000000003,OUT046,1997,Small,Tier 1,Supermarket Type1,,27.048125000000006,2
FDY11,6.71,Regular,0.0296204,Baking Goods,66.1142,OUT045,2002,Medium,Tier 2,Supermarket Type1,,9.853084947839045,3
FDH09,12.6,Low Fat,0.056077574000000005,Seafood,52.1982,OUT046,1997,Small,Tier 1,Supermarket Type1,,4.142714285714286,2
FDO08,11.147949225203574,Regular,0.053514970999999995,Fruits and Vegetables,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,,14.859468468468469,1
FDU14,17.75,Low Fat,0.034723727,Dairy,250.475,OUT013,1987,High,Tier 3,Supermarket Type1,,14.111267605633802,1
FDD22,10.03102715851509,Low Fat,0.099167136,Snack Foods,113.1544,OUT027,1985,Medium,Tier 3,Supermarket Type3,,11.280440000000002,1
FDM27,12.35,Regular,0.159365721,Meat,157.2946,OUT017,2007,Medium,Tier 2,Supermarket Type1,,12.736404858299595,3
FDL02,20.032286905749412,Regular,0.10357934699999999,Canned,106.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5.309538571428571,1
NCA17,20.6,Low Fat,0.0,Health and Hygiene,147.5392,OUT035,2004,Small,Tier 2,Supermarket Type1,,7.16209708737864,3
FDE38,6.47122150051415,Low Fat,0.078101381,Canned,164.8842,OUT019,1985,Small,Tier 1,Grocery Store,,25.47960999123576,1
NCG07,12.3,Low Fat,0.052583675999999996,Household,188.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,,15.337642276422763,2
DRC27,13.8,Low Fat,0.058054117,Dairy,247.1802,OUT013,1987,High,Tier 3,Supermarket Type1,,17.911608695652173,1
FDA27,20.35,Regular,0.030921784,Dairy,255.2672,OUT035,2004,Small,Tier 2,Supermarket Type1,,12.543842751842751,3
FDW40,14.0,Regular,0.105358689,Frozen Foods,142.1812,OUT045,2002,Medium,Tier 2,Supermarket Type1,,10.1558,3
DRI11,8.26,Low Fat,0.034375656,Hard Drinks,115.3834,OUT013,1987,High,Tier 3,Supermarket Type1,,13.968934624697336,1
FDN50,16.85,Regular,0.026519826,Canned,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,,5.620890207715133,2
FDR12,12.6,Regular,0.031534752,Baking Goods,171.1764,OUT046,1997,Small,Tier 1,Supermarket Type1,,13.585428571428572,2
FDT34,9.203396149444174,Low Fat,0.173505976,Snack Foods,104.7964,OUT027,1985,Medium,Tier 3,Supermarket Type3,,11.386709677419354,1
FDW11,12.6,Low Fat,0.048772857999999995,Breads,61.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,,4.874555555555556,3
NCO30,19.472184228844934,Low Fat,0.015648745,Household,183.7608,OUT027,1985,Medium,Tier 3,Supermarket Type3,,9.437092307692307,1
FDZ34,6.695,Low Fat,0.07630771900000001,Starchy Foods,194.282,OUT017,2007,Medium,Tier 2,Supermarket Type1,,29.01896938013443,3
FDU45,15.6,Regular,0.035706979,Snack Foods,112.9518,OUT017,2007,Medium,Tier 2,Supermarket Type1,,7.240500000000001,3
NCD42,16.5,Low Fat,0.012635456000000002,Health and Hygiene,37.1506,OUT035,2004,Small,Tier 2,Supermarket Type1,,2.251551515151515,3
FDX25,16.7,Low Fat,0.102262749,Canned,181.6292,OUT045,2002,Medium,Tier 2,Supermarket Type1,,10.876,3
NCR29,7.565,Low Fat,0.054640876,Health and Hygiene,56.393,OUT046,1997,Small,Tier 1,Supermarket Type1,,7.454461335095836,2
FDX43,5.705900090009001,Low Fat,0.0,Fruits and Vegetables,168.15,OUT019,1985,Small,Tier 1,Grocery Store,,29.46949602122016,1
FDB04,11.35,Regular,0.105827874,Dairy,86.6856,OUT010,1998,Small,Tier 3,Grocery Store,,7.637497797356828,2
FDR49,8.48391499965391,Low Fat,0.138554192,Canned,46.4376,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5.473605051664752,1
FDS39,6.895,Low Fat,0.022552068999999998,Meat,141.6812,OUT018,2009,Medium,Tier 3,Supermarket Type2,,20.548397389412617,3
FDW58,20.75,Low Fat,0.007568411,Snack Foods,105.8622,OUT045,2002,Medium,Tier 2,Supermarket Type1,,5.101792771084337,3
FDG22,18.12161773250713,Regular,0.072453062,Snack Foods,37.719,OUT019,1985,Small,Tier 1,Grocery Store,,2.081436688311688,1
FDG31,12.15,Low Fat,0.038110748,Meat,62.6826,OUT017,2007,Medium,Tier 2,Supermarket Type1,,5.159061728395062,3
NCV53,8.299791626205229,Low Fat,0.0,Health and Hygiene,240.28799999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,,28.951088270858524,1
DRJ37,10.8,Low Fat,0.061089829000000005,Soft Drinks,150.4024,OUT035,2004,Small,Tier 2,Supermarket Type1,,13.926148148148147,3
FDV07,9.5,Low Fat,0.031277029,Fruits and Vegetables,110.1228,OUT035,2004,Small,Tier 2,Supermarket Type1,,11.591873684210526,3
FDW52,14.0,Regular,0.037675391,Frozen Foods,166.0526,OUT018,2009,Medium,Tier 3,Supermarket Type2,,11.8609,3
FDT15,12.15,Regular,0.042768081,Meat,184.795,OUT045,2002,Medium,Tier 2,Supermarket Type1,,15.20946502057613,3
FDD02,16.6,Low Fat,0.05049586599999999,Canned,118.7124,OUT018,2009,Medium,Tier 3,Supermarket Type2,,7.151349397590361,3
FDM16,8.155,Regular,0.033549054,Frozen Foods,73.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,,9.041741263028817,3
NCE55,8.92,Low Fat,0.129928494,Household,175.737,OUT046,1997,Small,Tier 1,Supermarket Type1,,19.701457399103138,2
FDB57,20.25,Regular,0.018881709,Fruits and Vegetables,222.0772,OUT018,2009,Medium,Tier 3,Supermarket Type2,,10.966775308641976,3
FDQ04,6.4,Low Fat,0.084683076,Frozen Foods,42.9796,OUT013,1987,High,Tier 3,Supermarket Type1,,6.715562499999999,1
FDQ47,7.054406703407941,Regular,0.294472634,Breads,34.1874,OUT019,1985,Small,Tier 1,Grocery Store,,4.846247379454926,1
FDY14,10.283926652192614,Low Fat,0.122631339,Dairy,263.9226,OUT019,1985,Small,Tier 1,Grocery Store,,25.663601941747572,1
DRK37,5.0,Low Fat,0.044253583,Soft Drinks,188.553,OUT017,2007,Medium,Tier 2,Supermarket Type1,,37.7106,3
FDO25,6.3,Low Fat,0.128169935,Canned,209.827,OUT017,2007,Medium,Tier 2,Supermarket Type1,,33.30587301587302,3
FDL57,15.1,Regular,0.067076811,Snack Foods,260.0304,OUT046,1997,Small,Tier 1,Supermarket Type1,,17.22055629139073,2
NCK29,5.615,Low Fat,0.126281351,Health and Hygiene,123.37299999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,,21.972039180765805,3
FDK46,9.6662613500557,Low Fat,0.0,Snack Foods,260.762,OUT027,1985,Medium,Tier 3,Supermarket Type3,,26.976510416666667,1
NCB43,20.2,Low Fat,0.167232734,Household,185.8898,OUT010,1998,Small,Tier 3,Grocery Store,,9.202465346534654,2
DRE01,10.082781508135309,Low Fat,0.166345741,Soft Drinks,241.5512,OUT027,1985,Medium,Tier 3,Supermarket Type3,,23.956801980198026,1
FDC46,17.7,Low Fat,0.117017229,Snack Foods,185.1266,OUT018,2009,Medium,Tier 3,Supermarket Type2,,10.459129943502825,3
FDQ23,6.55,Low Fat,0.024575567000000003,Breads,104.3332,OUT045,2002,Medium,Tier 2,Supermarket Type1,,15.928732824427483,3
FDX38,10.5,Regular,0.048281965999999996,Dairy,49.6376,OUT049,1999,Medium,Tier 1,Supermarket Type1,,4.727390476190476,2
FDG60,20.35,Low Fat,0.06094699,Baking Goods,236.2616,OUT018,2009,Medium,Tier 3,Supermarket Type2,,11.609906633906633,3
FDW55,12.6,Regular,0.022094166000000002,Fruits and Vegetables,247.4092,OUT017,2007,Medium,Tier 2,Supermarket Type1,,19.635650793650793,3
FDP39,12.65,Low Fat,0.06936719,Meat,50.0324,OUT013,1987,High,Tier 3,Supermarket Type1,,3.9551304347826086,1
FDB20,7.72,Low Fat,0.052192414000000006,Fruits and Vegetables,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,,10.207072538860103,3
FDV21,11.5,Low Fat,0.17205066,Snack Foods,125.7704,OUT017,2007,Medium,Tier 2,Supermarket Type1,,10.93655652173913,3
FDZ02,6.905,Regular,0.038115681,Dairy,96.7726,OUT013,1987,High,Tier 3,Supermarket Type1,,14.014858797972483,1
FDP19,11.486639837912191,Low Fat,0.172675804,Fruits and Vegetables,128.9652,OUT027,1985,Medium,Tier 3,Supermarket Type3,,11.227408695652173,1
FDA38,5.44,Low Fat,0.025475101,Dairy,242.3538,OUT035,2004,Small,Tier 2,Supermarket Type1,,44.55033088235294,3
FDH22,6.405,Low Fat,0.136577368,Snack Foods,126.7678,OUT045,2002,Medium,Tier 2,Supermarket Type1,,19.792006245120998,3
DRM11,6.57,Low Fat,0.066203569,Hard Drinks,261.7278,OUT045,2002,Medium,Tier 2,Supermarket Type1,,39.83680365296804,3
FDO12,15.723498745058588,Low Fat,0.0,Baking Goods,194.9452,OUT027,1985,Medium,Tier 3,Supermarket Type3,,12.39833469387755,1
FDT14,10.695,Regular,0.127925684,Dairy,120.14399999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,,11.233660589060307,2
FDW34,9.6,Low Fat,0.059552178,Snack Foods,243.417,OUT010,1998,Small,Tier 3,Grocery Store,,25.3559375,2
FDG04,13.16890381868485,Low Fat,0.006033353000000001,Frozen Foods,188.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,,14.305655398037077,1
FDW59,13.15,Low Fat,0.020800301,Breads,84.9566,OUT018,2009,Medium,Tier 3,Supermarket Type2,,6.46057794676806,3
FDR33,7.31,Low Fat,0.026898064,Snack Foods,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,,14.918878248974009,3
FDP32,6.65,Low Fat,0.0,Fruits and Vegetables,128.8678,OUT013,1987,High,Tier 3,Supermarket Type1,,19.37861654135338,1
FDL13,13.832919021523484,Regular,0.056045843,Breakfast,232.83,OUT027,1985,Medium,Tier 3,Supermarket Type3,,16.831588447653427,1
FDD22,10.0,Low Fat,0.09956676800000001,Snack Foods,113.5544,OUT013,1987,High,Tier 3,Supermarket Type1,,11.35544,1
FDV40,16.860508330033397,Low Fat,0.0,Frozen Foods,71.9038,OUT027,1985,Medium,Tier 3,Supermarket Type3,,4.264628242074928,1
NCD55,14.0,Low Fat,0.024331178999999998,Household,41.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,,2.9675285714285713,2
FDQ20,8.325,Low Fat,0.049853714,Fruits and Vegetables,41.6138,OUT010,1998,Small,Tier 3,Grocery Store,,4.998654654654655,2
FDD28,10.695,Low Fat,0.053404955,Frozen Foods,57.9904,OUT045,2002,Medium,Tier 2,Supermarket Type1,,5.422197288452548,3
FDC39,7.405,Low Fat,0.159518279,Dairy,208.8296,OUT045,2002,Medium,Tier 2,Supermarket Type1,,28.20116137744767,3
NCR17,9.8,Low Fat,0.024421227,Health and Hygiene,117.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,,11.974408163265306,2
DRO35,13.85,Low Fat,0.034711182,Hard Drinks,116.3492,OUT018,2009,Medium,Tier 3,Supermarket Type2,,8.400664259927797,3
FDF40,20.25,Regular,0.022547134,Dairy,249.5092,OUT049,1999,Medium,Tier 1,Supermarket Type1,,12.321441975308641,2
FDR31,6.46,Regular,0.049363153,Fruits and Vegetables,144.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,,22.38547987616099,3
NCQ41,14.8,Low Fat,0.0,Health and Hygiene,195.5794,OUT017,2007,Medium,Tier 2,Supermarket Type1,,13.214824324324324,3
FDP38,10.1,Low Fat,0.032102094,Canned,49.9008,OUT046,1997,Small,Tier 1,Supermarket Type1,,4.940673267326733,2
NCU54,8.891133692674739,Low Fat,0.098144795,Household,209.627,OUT027,1985,Medium,Tier 3,Supermarket Type3,,23.57708333333333,1
FDG22,17.6,Regular,0.041549725,Snack Foods,34.919000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,,1.984034090909091,3
DRK59,8.895,Low Fat,0.075387039,Hard Drinks,234.4616,OUT013,1987,High,Tier 3,Supermarket Type1,,26.358808319280495,1
FDC37,15.5,Low Fat,0.032873353,Baking Goods,106.2938,OUT046,1997,Small,Tier 1,Supermarket Type1,,6.857664516129033,2
NCO42,21.25,Low Fat,0.024635077000000002,Household,146.1102,OUT013,1987,High,Tier 3,Supermarket Type1,,6.875774117647058,1
NCT42,5.88,Low Fat,0.025028092999999998,Household,150.4392,OUT017,2007,Medium,Tier 2,Supermarket Type1,,25.584897959183674,3
FDX27,20.7,Regular,0.0,Dairy,93.8436,OUT035,2004,Small,Tier 2,Supermarket Type1,,4.533507246376812,3
FDV40,17.35,Low Fat,0.014751631999999999,Frozen Foods,74.2038,OUT018,2009,Medium,Tier 3,Supermarket Type2,,4.276876080691642,3
FDT45,15.897317257330556,Low Fat,0.0570359,Snack Foods,54.5956,OUT027,1985,Medium,Tier 3,Supermarket Type3,,3.43426498422713,1
FDS47,16.678590186970077,Low Fat,0.225662275,Breads,87.5856,OUT019,1985,Small,Tier 1,Grocery Store,,5.2513791044776115,1
FDR45,10.8,Low Fat,0.028937816,Snack Foods,238.2222,OUT035,2004,Small,Tier 2,Supermarket Type1,,22.057611111111108,3
FDB03,17.75,Regular,0.157149885,Dairy,239.5538,OUT045,2002,Medium,Tier 2,Supermarket Type1,,13.495988732394366,3
FDO49,10.6,Regular,0.033045919,Breakfast,52.3008,OUT035,2004,Small,Tier 2,Supermarket Type1,,4.934037735849057,3
FDU60,19.86052435719534,Regular,0.059610971,Baking Goods,167.3132,OUT027,1985,Medium,Tier 3,Supermarket Type3,,8.42441,1
FDB26,14.0,Regular,0.031394866,Canned,51.964,OUT018,2009,Medium,Tier 3,Supermarket Type2,,3.7117142857142857,3
FDB46,10.5,Regular,0.094294233,Snack Foods,213.7244,OUT017,2007,Medium,Tier 2,Supermarket Type1,,20.354704761904763,3
FDQ37,20.971418157511206,Low Fat,0.156283906,Breakfast,195.3478,OUT019,1985,Small,Tier 1,Grocery Store,,9.314954216867468,1
FDN03,9.8,Regular,0.01517532,Meat,249.9408,OUT017,2007,Medium,Tier 2,Supermarket Type1,,25.50416326530612,3
NCX30,16.7,Low Fat,0.026674614,Household,248.8776,OUT045,2002,Medium,Tier 2,Supermarket Type1,,14.902850299401198,3
FDK32,16.34764459922396,Regular,0.085749906,Fruits and Vegetables,153.4682,OUT019,1985,Small,Tier 1,Grocery Store,,9.387786666666665,1
DRM47,9.3,Low Fat,0.043749257,Hard Drinks,192.1846,OUT013,1987,High,Tier 3,Supermarket Type1,,20.66501075268817,1
NCO02,11.15,Low Fat,0.073368159,Others,67.2142,OUT046,1997,Small,Tier 1,Supermarket Type1,,6.02817937219731,2
FDP04,15.35,Low Fat,0.013801276999999999,Frozen Foods,64.3168,OUT013,1987,High,Tier 3,Supermarket Type1,,4.190019543973942,1
NCO43,5.5,Low Fat,0.047171435,Others,100.9016,OUT049,1999,Medium,Tier 1,Supermarket Type1,,18.345745454545455,2
FDD59,10.5,Regular,0.066125732,Starchy Foods,81.196,OUT013,1987,High,Tier 3,Supermarket Type1,,7.732952380952381,1
FDQ10,12.85,Low Fat,0.033366906,Snack Foods,171.7422,OUT017,2007,Medium,Tier 2,Supermarket Type1,,13.365151750972762,3
FDW45,18.0,Low Fat,0.039003613,Snack Foods,148.1418,OUT035,2004,Small,Tier 2,Supermarket Type1,,8.2301,3
NCK30,14.85,Low Fat,0.06107337400000001,Household,255.5698,OUT049,1999,Medium,Tier 1,Supermarket Type1,,17.210087542087543,2
FDU31,10.5,Regular,0.025092859,Fruits and Vegetables,215.1508,OUT018,2009,Medium,Tier 3,Supermarket Type2,,20.49055238095238,3
NCQ17,10.228153231498402,Low Fat,0.20473381,Health and Hygiene,154.563,OUT019,1985,Small,Tier 1,Grocery Store,,15.11152565880721,1
FDN01,8.895,Low Fat,0.072808291,Breakfast,175.637,OUT017,2007,Medium,Tier 2,Supermarket Type1,,19.74558740865655,3
FDZ19,6.425,Low Fat,0.093600196,Fruits and Vegetables,174.8712,OUT049,1999,Medium,Tier 1,Supermarket Type1,,27.21730739299611,2
DRG37,16.2,Low Fat,0.019488044,Soft Drinks,155.7972,OUT017,2007,Medium,Tier 2,Supermarket Type1,,9.617111111111111,3
FDE32,20.7,Low Fat,0.048857794,Fruits and Vegetables,37.8506,OUT045,2002,Medium,Tier 2,Supermarket Type1,,1.8285314009661837,3
FDO34,17.7,Low Fat,0.029985482999999997,Snack Foods,167.7816,OUT049,1999,Medium,Tier 1,Supermarket Type1,,9.479186440677966,2
FDM04,8.99961339937334,Regular,0.0,Frozen Foods,50.6666,OUT019,1985,Small,Tier 1,Grocery Store,,5.629864056552475,1
FDZ25,15.7,Regular,0.027659984,Canned,170.679,OUT049,1999,Medium,Tier 1,Supermarket Type1,,10.87127388535032,2
FDU08,10.3,Low Fat,0.027357885,Fruits and Vegetables,99.1042,OUT049,1999,Medium,Tier 1,Supermarket Type1,,9.621766990291261,2
NCW30,5.21,Low Fat,0.011032225,Household,258.7962,OUT045,2002,Medium,Tier 2,Supermarket Type1,,49.67297504798464,3
NCM18,13.0,Low Fat,0.082772931,Household,61.0194,OUT013,1987,High,Tier 3,Supermarket Type1,,4.6937999999999995,1
FDS22,16.85,Regular,0.023150021,Snack Foods,42.1428,OUT035,2004,Small,Tier 2,Supermarket Type1,,2.5010563798219585,3
NCH18,9.3,Low Fat,0.044913852000000004,Household,245.1802,OUT017,2007,Medium,Tier 2,Supermarket Type1,,26.363462365591396,3
FDC23,18.0,Low Fat,0.017891301999999998,Starchy Foods,178.4686,OUT013,1987,High,Tier 3,Supermarket Type1,,9.914922222222224,1
FDY46,18.6,Low Fat,0.04785008599999999,Snack Foods,186.3898,OUT013,1987,High,Tier 3,Supermarket Type1,,10.020956989247312,1
NCU06,17.6,Low Fat,0.074407062,Household,229.701,OUT046,1997,Small,Tier 1,Supermarket Type1,,13.05119318181818,2
FDX57,17.25,Regular,0.047362068,Snack Foods,98.3068,OUT045,2002,Medium,Tier 2,Supermarket Type1,,5.698944927536232,3
FDX36,9.663825039229966,Regular,0.12766202599999998,Baking Goods,224.7404,OUT027,1985,Medium,Tier 3,Supermarket Type3,,23.255843218153686,1
FDL16,12.85,Low Fat,0.16879448800000002,Frozen Foods,46.606,OUT045,2002,Medium,Tier 2,Supermarket Type1,,3.6269260700389108,3
FDT16,9.895,Regular,0.08145081,Frozen Foods,260.8278,OUT010,1998,Small,Tier 3,Grocery Store,,26.359555330975244,2
FDN16,12.6,Regular,0.062955703,Frozen Foods,102.499,OUT018,2009,Medium,Tier 3,Supermarket Type2,,8.134841269841269,3
FDC03,8.575,Regular,0.071846495,Dairy,196.1794,OUT046,1997,Small,Tier 1,Supermarket Type1,,22.878064139941692,2
DRF60,10.8,Low Fat,0.052025392000000004,Soft Drinks,238.6564,OUT013,1987,High,Tier 3,Supermarket Type1,,22.09781481481481,1
FDS27,10.149760645591655,Regular,0.012397813999999998,Meat,195.511,OUT027,1985,Medium,Tier 3,Supermarket Type3,,19.262621733342673,1
FDP33,18.7,Low Fat,0.14942345,Snack Foods,255.0672,OUT010,1998,Small,Tier 3,Grocery Store,,13.639957219251338,2
FDJ36,14.5,Regular,0.128782548,Baking Goods,100.6332,OUT018,2009,Medium,Tier 3,Supermarket Type2,,6.940220689655172,3
NCR42,9.105,Low Fat,0.03844986,Household,31.99,OUT013,1987,High,Tier 3,Supermarket Type1,,3.5134541460735855,1
FDV14,19.85,Low Fat,0.044749172999999996,Dairy,86.2856,OUT017,2007,Medium,Tier 2,Supermarket Type1,,4.34688161209068,3
NCP42,8.51,Low Fat,0.01610767,Household,195.3478,OUT035,2004,Small,Tier 2,Supermarket Type1,,22.955088131609873,3
FDB50,13.1357415831975,Low Fat,0.152874661,Canned,78.7986,OUT027,1985,Medium,Tier 3,Supermarket Type3,,5.998793406593406,1
NCC30,16.529971358566897,Low Fat,0.027445643999999998,Household,177.0344,OUT027,1985,Medium,Tier 3,Supermarket Type3,,10.70990361445783,1
FDA23,9.8,Low Fat,0.047379258,Baking Goods,101.3016,OUT018,2009,Medium,Tier 3,Supermarket Type2,,10.336897959183672,3
FDW16,17.35,Regular,0.041708827000000004,Frozen Foods,91.1804,OUT017,2007,Medium,Tier 2,Supermarket Type1,,5.2553544668587895,3
FDQ52,17.0,Low Fat,0.19982598699999998,Frozen Foods,247.8434,OUT010,1998,Small,Tier 3,Grocery Store,,14.579023529411765,2
FDB58,10.5,Regular,0.01351745,Snack Foods,143.5154,OUT049,1999,Medium,Tier 1,Supermarket Type1,,13.668133333333333,2
NCP29,8.42,Low Fat,0.112445562,Health and Hygiene,64.8168,OUT049,1999,Medium,Tier 1,Supermarket Type1,,7.697957244655582,2
NCM05,6.825,Low Fat,0.059968347000000005,Health and Hygiene,264.2226,OUT045,2002,Medium,Tier 2,Supermarket Type1,,38.71393406593406,3
FDO25,6.3,Low Fat,0.127342972,Canned,210.92700000000002,OUT013,1987,High,Tier 3,Supermarket Type1,,33.480476190476196,1
NCM54,17.7,Low Fat,0.0,Household,127.9678,OUT046,1997,Small,Tier 1,Supermarket Type1,,7.229819209039548,2
NCL54,12.6,Low Fat,0.0,Household,173.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,,13.746460317460318,2
FDL39,16.1,Regular,0.106003704,Dairy,181.2318,OUT010,1998,Small,Tier 3,Grocery Store,,11.25663354037267,2
FDF53,20.75,Regular,0.08394714199999999,Frozen Foods,180.2318,OUT018,2009,Medium,Tier 3,Supermarket Type2,,8.685869879518071,3
NCQ42,20.35,Low Fat,0.03926078,Household,127.9678,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.28834398034398,3
FDF58,13.3,Low Fat,0.009573182,Snack Foods,62.551,OUT013,1987,High,Tier 3,Supermarket Type1,,4.703082706766917,1
FDZ04,9.31,Low Fat,0.037947917000000005,Frozen Foods,63.751000000000005,OUT035,2004,Small,Tier 2,Supermarket Type1,,6.847583243823846,3
FDE26,9.22025318034509,Low Fat,0.155837612,Canned,143.0786,OUT019,1985,Small,Tier 1,Grocery Store,,15.517860215053762,1
FDS60,20.85,Low Fat,0.032632065,Baking Goods,179.56599999999997,OUT017,2007,Medium,Tier 2,Supermarket Type1,,8.612278177458032,3
FDV58,20.85,Low Fat,0.121936216,Snack Foods,197.5452,OUT017,2007,Medium,Tier 2,Supermarket Type1,,9.474589928057553,3
FDM04,9.195,Regular,0.047216172,Frozen Foods,51.4666,OUT045,2002,Medium,Tier 2,Supermarket Type1,,5.597237629146275,3
FDE08,18.2,Low Fat,0.04931036,Fruits and Vegetables,146.5734,OUT035,2004,Small,Tier 2,Supermarket Type1,,8.053483516483517,3
NCB43,20.2,Low Fat,0.100067654,Household,186.8898,OUT049,1999,Medium,Tier 1,Supermarket Type1,,9.251970297029704,2
FDU11,4.785,Low Fat,0.154982791,Breads,120.7098,OUT010,1998,Small,Tier 3,Grocery Store,,25.226708463949844,2
FDF22,6.846476141359232,Low Fat,0.099503188,Snack Foods,212.5218,OUT019,1985,Small,Tier 1,Grocery Store,,31.041048798252007,1
FDE24,14.85,Low Fat,0.093384846,Baking Goods,141.3812,OUT013,1987,High,Tier 3,Supermarket Type1,,9.520619528619529,1
DRJ49,6.865,Low Fat,0.013993247,Soft Drinks,131.0652,OUT046,1997,Small,Tier 1,Supermarket Type1,,19.09179898033503,2
NCQ53,17.6,Low Fat,0.018901751,Health and Hygiene,235.75900000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,,13.395397727272726,3
